date,product_identifier,department_identifier,category_of_product,outlet,state,sales
2012-01-01,1275,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1322,22,fast_moving_consumer_goods,223,Telangana,1
2012-01-01,1328,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1365,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1424,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1472,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1508,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1542,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1548,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1599,22,fast_moving_consumer_goods,223,Telangana,0
2012-01-01,1629,31,drinks_and_food,223,Telangana,2
2012-01-01,1672,31,drinks_and_food,223,Telangana,1
2012-01-01,1694,31,drinks_and_food,223,Telangana,0
2012-01-01,1727,31,drinks_and_food,223,Telangana,0
2012-01-01,1753,31,drinks_and_food,223,Telangana,0
2012-01-01,2294,33,drinks_and_food,223,Telangana,8
2012-01-01,2332,33,drinks_and_food,223,Telangana,3
2012-01-01,2492,33,drinks_and_food,223,Telangana,2
2012-01-01,2768,33,drinks_and_food,223,Telangana,0
2012-01-01,2794,33,drinks_and_food,223,Telangana,0
2012-01-01,2818,33,drinks_and_food,223,Telangana,0
2012-01-01,2853,33,drinks_and_food,223,Telangana,4
2012-01-01,2932,33,drinks_and_food,223,Telangana,1
2012-01-01,2935,33,drinks_and_food,223,Telangana,0
2012-01-01,3004,33,drinks_and_food,223,Telangana,6
2012-01-01,3008,33,drinks_and_food,223,Telangana,0
2012-01-01,3021,33,drinks_and_food,223,Telangana,0
2012-01-01,74,11,others,331,Kerala,0
2012-01-01,337,11,others,331,Kerala,1
2012-01-01,423,12,others,331,Kerala,0
2012-01-01,432,12,others,331,Kerala,0
2012-01-01,581,21,fast_moving_consumer_goods,331,Kerala,1
2012-01-01,611,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,631,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,659,21,fast_moving_consumer_goods,331,Kerala,1
2012-01-01,743,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,797,21,fast_moving_consumer_goods,331,Kerala,3
2012-01-01,868,21,fast_moving_consumer_goods,331,Kerala,1
2012-01-01,904,21,fast_moving_consumer_goods,331,Kerala,2
2012-01-01,926,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,972,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,973,21,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1054,21,fast_moving_consumer_goods,331,Kerala,1
2012-01-01,1135,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1173,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1190,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1196,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1228,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1240,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1242,22,fast_moving_consumer_goods,331,Kerala,1
2012-01-01,1275,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1322,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1328,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1365,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1424,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1472,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1508,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1542,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1548,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1599,22,fast_moving_consumer_goods,331,Kerala,0
2012-01-01,1629,31,drinks_and_food,331,Kerala,13
2012-01-01,1672,31,drinks_and_food,331,Kerala,3
2012-01-01,1694,31,drinks_and_food,331,Kerala,2
2012-01-01,1727,31,drinks_and_food,331,Kerala,0
2012-01-01,1753,31,drinks_and_food,331,Kerala,0
2012-01-01,2294,33,drinks_and_food,331,Kerala,5
2012-01-01,2332,33,drinks_and_food,331,Kerala,0
2012-01-01,2492,33,drinks_and_food,331,Kerala,0
2012-01-01,2768,33,drinks_and_food,331,Kerala,0
2012-01-01,2794,33,drinks_and_food,331,Kerala,0
2012-01-01,2818,33,drinks_and_food,331,Kerala,1
2012-01-01,2853,33,drinks_and_food,331,Kerala,0
2012-01-01,2932,33,drinks_and_food,331,Kerala,3
2012-01-01,2935,33,drinks_and_food,331,Kerala,12
2012-01-01,3004,33,drinks_and_food,331,Kerala,3
2012-01-01,3008,33,drinks_and_food,331,Kerala,0
2012-01-01,3021,33,drinks_and_food,331,Kerala,0
2012-01-01,74,11,others,332,Kerala,0
2012-01-01,337,11,others,332,Kerala,0
2012-01-01,423,12,others,332,Kerala,0
2012-01-01,432,12,others,332,Kerala,0
2012-01-01,581,21,fast_moving_consumer_goods,332,Kerala,2
2012-01-01,611,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,631,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,659,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,743,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,797,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,868,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,904,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,926,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,972,21,fast_moving_consumer_goods,332,Kerala,3
2012-01-01,973,21,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1054,21,fast_moving_consumer_goods,332,Kerala,3
2012-01-01,1135,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1173,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1190,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1196,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1228,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1240,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1242,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1275,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1322,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1328,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1365,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1424,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1472,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1508,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1542,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1548,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1599,22,fast_moving_consumer_goods,332,Kerala,0
2012-01-01,1629,31,drinks_and_food,332,Kerala,6
2012-01-01,1672,31,drinks_and_food,332,Kerala,0
2012-01-01,1694,31,drinks_and_food,332,Kerala,2
2012-01-01,1727,31,drinks_and_food,332,Kerala,0
2012-01-01,1753,31,drinks_and_food,332,Kerala,1
2012-01-01,2294,33,drinks_and_food,332,Kerala,3
2012-01-01,2332,33,drinks_and_food,332,Kerala,1
2012-01-01,2492,33,drinks_and_food,332,Kerala,0
2012-01-01,2768,33,drinks_and_food,332,Kerala,0
2012-01-01,2794,33,drinks_and_food,332,Kerala,1
2012-01-01,2818,33,drinks_and_food,332,Kerala,0
2012-01-01,2853,33,drinks_and_food,332,Kerala,0
2012-01-01,2932,33,drinks_and_food,332,Kerala,1
2012-01-01,2935,33,drinks_and_food,332,Kerala,10
2012-01-01,3004,33,drinks_and_food,332,Kerala,3
2012-01-01,3008,33,drinks_and_food,332,Kerala,1
2012-01-01,3021,33,drinks_and_food,332,Kerala,0
2012-01-01,74,11,others,333,Kerala,0
2012-01-01,337,11,others,333,Kerala,0
2012-01-01,423,12,others,333,Kerala,0
2012-01-01,432,12,others,333,Kerala,0
2012-01-01,581,21,fast_moving_consumer_goods,333,Kerala,2
2012-01-01,611,21,fast_moving_consumer_goods,333,Kerala,2
2012-01-01,631,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,659,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,743,21,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,797,21,fast_moving_consumer_goods,333,Kerala,3
2012-01-01,868,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,904,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,926,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,972,21,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,973,21,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1054,21,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,1135,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1173,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1190,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1196,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1228,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1240,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1242,22,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,1275,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1322,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1328,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1365,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1424,22,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,1472,22,fast_moving_consumer_goods,333,Kerala,1
2012-01-01,1508,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1542,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1548,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1599,22,fast_moving_consumer_goods,333,Kerala,0
2012-01-01,1629,31,drinks_and_food,333,Kerala,13
2012-01-01,1672,31,drinks_and_food,333,Kerala,3
2012-01-01,1694,31,drinks_and_food,333,Kerala,0
2012-01-01,1727,31,drinks_and_food,333,Kerala,0
2012-01-01,1753,31,drinks_and_food,333,Kerala,0
2012-01-01,2294,33,drinks_and_food,333,Kerala,0
2012-01-01,2332,33,drinks_and_food,333,Kerala,3
2012-01-01,2492,33,drinks_and_food,333,Kerala,0
2012-01-01,2768,33,drinks_and_food,333,Kerala,0
2012-01-01,2794,33,drinks_and_food,333,Kerala,0
2012-01-01,2818,33,drinks_and_food,333,Kerala,0
2012-01-01,2853,33,drinks_and_food,333,Kerala,0
2012-01-01,2932,33,drinks_and_food,333,Kerala,0
2012-01-01,2935,33,drinks_and_food,333,Kerala,11
2012-01-01,3004,33,drinks_and_food,333,Kerala,7
2012-01-01,3008,33,drinks_and_food,333,Kerala,1
2012-01-01,3021,33,drinks_and_food,333,Kerala,0
2012-01-02,74,11,others,111,Maharashtra,0
2012-01-02,337,11,others,111,Maharashtra,5
2012-01-02,423,12,others,111,Maharashtra,0
2012-01-02,432,12,others,111,Maharashtra,0
2012-01-02,581,21,fast_moving_consumer_goods,111,Maharashtra,2
2012-01-02,611,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,631,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,659,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,743,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,797,21,fast_moving_consumer_goods,111,Maharashtra,5
2012-01-02,868,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,904,21,fast_moving_consumer_goods,111,Maharashtra,4
2012-01-02,926,21,fast_moving_consumer_goods,111,Maharashtra,1
2012-01-02,972,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,973,21,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1054,21,fast_moving_consumer_goods,111,Maharashtra,4
2012-01-02,1135,22,fast_moving_consumer_goods,111,Maharashtra,1
2012-01-02,1173,22,fast_moving_consumer_goods,111,Maharashtra,1
2012-01-02,1190,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1196,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1228,22,fast_moving_consumer_goods,111,Maharashtra,3
2012-01-02,1240,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1242,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1275,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1322,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1328,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1365,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1424,22,fast_moving_consumer_goods,111,Maharashtra,4
2012-01-02,1472,22,fast_moving_consumer_goods,111,Maharashtra,1
2012-01-02,1508,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1542,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1548,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1599,22,fast_moving_consumer_goods,111,Maharashtra,0
2012-01-02,1629,31,drinks_and_food,111,Maharashtra,13
2012-01-02,1672,31,drinks_and_food,111,Maharashtra,0
2012-01-02,1694,31,drinks_and_food,111,Maharashtra,6
2012-01-02,1727,31,drinks_and_food,111,Maharashtra,1
2012-01-02,1753,31,drinks_and_food,111,Maharashtra,0
2012-01-02,2294,33,drinks_and_food,111,Maharashtra,5
2012-01-02,2332,33,drinks_and_food,111,Maharashtra,6
2012-01-02,2492,33,drinks_and_food,111,Maharashtra,0
2012-01-02,2768,33,drinks_and_food,111,Maharashtra,0
2012-01-02,2794,33,drinks_and_food,111,Maharashtra,4
2012-01-02,2818,33,drinks_and_food,111,Maharashtra,0
2012-01-02,2853,33,drinks_and_food,111,Maharashtra,1
2012-01-02,2932,33,drinks_and_food,111,Maharashtra,9
2012-01-02,2935,33,drinks_and_food,111,Maharashtra,0
2012-01-02,3004,33,drinks_and_food,111,Maharashtra,11
2012-01-02,3008,33,drinks_and_food,111,Maharashtra,6
2012-01-02,3021,33,drinks_and_food,111,Maharashtra,0
2012-01-02,74,11,others,112,Maharashtra,0
2012-01-02,337,11,others,112,Maharashtra,1
2012-01-02,423,12,others,112,Maharashtra,0
2012-01-02,432,12,others,112,Maharashtra,0
2012-01-02,581,21,fast_moving_consumer_goods,112,Maharashtra,1
2012-01-02,611,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,631,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,659,21,fast_moving_consumer_goods,112,Maharashtra,1
2012-01-02,743,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,797,21,fast_moving_consumer_goods,112,Maharashtra,13
2012-01-02,868,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,904,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,926,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,972,21,fast_moving_consumer_goods,112,Maharashtra,2
2012-01-02,973,21,fast_moving_consumer_goods,112,Maharashtra,2
2012-01-02,1054,21,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1135,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1173,22,fast_moving_consumer_goods,112,Maharashtra,2
2012-01-02,1190,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1196,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1228,22,fast_moving_consumer_goods,112,Maharashtra,1
2012-01-02,1240,22,fast_moving_consumer_goods,112,Maharashtra,2
2012-01-02,1242,22,fast_moving_consumer_goods,112,Maharashtra,1
2012-01-02,1275,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1322,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1328,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1365,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1424,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1472,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1508,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1542,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1548,22,fast_moving_consumer_goods,112,Maharashtra,2
2012-01-02,1599,22,fast_moving_consumer_goods,112,Maharashtra,0
2012-01-02,1629,31,drinks_and_food,112,Maharashtra,7
2012-01-02,1672,31,drinks_and_food,112,Maharashtra,7
2012-01-02,1694,31,drinks_and_food,112,Maharashtra,32
2012-01-02,1727,31,drinks_and_food,112,Maharashtra,2
2012-01-02,1753,31,drinks_and_food,112,Maharashtra,0
2012-01-02,2294,33,drinks_and_food,112,Maharashtra,7
2012-01-02,2332,33,drinks_and_food,112,Maharashtra,23
2012-01-02,2492,33,drinks_and_food,112,Maharashtra,0
2012-01-02,2768,33,drinks_and_food,112,Maharashtra,0
2012-01-02,2794,33,drinks_and_food,112,Maharashtra,0
2012-01-02,2818,33,drinks_and_food,112,Maharashtra,0
2012-01-02,2853,33,drinks_and_food,112,Maharashtra,5
2012-01-02,2932,33,drinks_and_food,112,Maharashtra,1
2012-01-02,2935,33,drinks_and_food,112,Maharashtra,6
2012-01-02,3004,33,drinks_and_food,112,Maharashtra,4
2012-01-02,3008,33,drinks_and_food,112,Maharashtra,1
2012-01-02,3021,33,drinks_and_food,112,Maharashtra,0
2012-01-02,74,11,others,113,Maharashtra,1
2012-01-02,337,11,others,113,Maharashtra,1
2012-01-02,423,12,others,113,Maharashtra,1
2012-01-02,432,12,others,113,Maharashtra,2
2012-01-02,581,21,fast_moving_consumer_goods,113,Maharashtra,5
2012-01-02,611,21,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,631,21,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,659,21,fast_moving_consumer_goods,113,Maharashtra,2
2012-01-02,743,21,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,797,21,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,868,21,fast_moving_consumer_goods,113,Maharashtra,1
2012-01-02,904,21,fast_moving_consumer_goods,113,Maharashtra,2
2012-01-02,926,21,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,972,21,fast_moving_consumer_goods,113,Maharashtra,5
2012-01-02,973,21,fast_moving_consumer_goods,113,Maharashtra,2
2012-01-02,1054,21,fast_moving_consumer_goods,113,Maharashtra,8
2012-01-02,1135,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1173,22,fast_moving_consumer_goods,113,Maharashtra,1
2012-01-02,1190,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1196,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1228,22,fast_moving_consumer_goods,113,Maharashtra,1
2012-01-02,1240,22,fast_moving_consumer_goods,113,Maharashtra,1
2012-01-02,1242,22,fast_moving_consumer_goods,113,Maharashtra,3
2012-01-02,1275,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1322,22,fast_moving_consumer_goods,113,Maharashtra,1
2012-01-02,1328,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1365,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1424,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1472,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1508,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1542,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1548,22,fast_moving_consumer_goods,113,Maharashtra,4
2012-01-02,1599,22,fast_moving_consumer_goods,113,Maharashtra,0
2012-01-02,1629,31,drinks_and_food,113,Maharashtra,5
2012-01-02,1672,31,drinks_and_food,113,Maharashtra,3
2012-01-02,1694,31,drinks_and_food,113,Maharashtra,0
2012-01-02,1727,31,drinks_and_food,113,Maharashtra,6
2012-01-02,1753,31,drinks_and_food,113,Maharashtra,2
2012-01-02,2294,33,drinks_and_food,113,Maharashtra,1
2012-01-02,2332,33,drinks_and_food,113,Maharashtra,14
2012-01-02,2492,33,drinks_and_food,113,Maharashtra,16
2012-01-02,2768,33,drinks_and_food,113,Maharashtra,0
2012-01-02,2794,33,drinks_and_food,113,Maharashtra,5
2012-01-02,2818,33,drinks_and_food,113,Maharashtra,0
2012-01-02,2853,33,drinks_and_food,113,Maharashtra,2
2012-01-02,2932,33,drinks_and_food,113,Maharashtra,6
2012-01-02,2935,33,drinks_and_food,113,Maharashtra,0
2012-01-02,3004,33,drinks_and_food,113,Maharashtra,5
2012-01-02,3008,33,drinks_and_food,113,Maharashtra,9
2012-01-02,3021,33,drinks_and_food,113,Maharashtra,0
2012-01-02,74,11,others,114,Maharashtra,0
2012-01-02,337,11,others,114,Maharashtra,1
2012-01-02,423,12,others,114,Maharashtra,0
2012-01-02,432,12,others,114,Maharashtra,0
2012-01-02,581,21,fast_moving_consumer_goods,114,Maharashtra,1
2012-01-02,611,21,fast_moving_consumer_goods,114,Maharashtra,0
2012-01-02,631,21,fast_moving_consumer_goods,114,Maharashtra,0
2012-01-02,659,21,fast_moving_consumer_goods,114,Maharashtra,1
2012-01-02,743,21,fast_moving_consumer_goods,114,Maharashtra,1
